dataset,model_family,seed,depth,setting,constraint,method,n_subgroups,valid_gap,cost_l1_gap,regret_gap,route_accuracy_gap
bank,tree,7,3,exemplar_mismatch,r2_realistic,utility_router,3,0.375,1.361843563659166,2.847515130927863,0.275
bank,tree,7,3,exemplar_mismatch,r2_realistic,utility_router_guarded,3,0.375,1.361843563659166,2.847515130927863,0.275
bank,tree,7,3,exemplar_mismatch,r2_realistic,utility_router_no_geometry,3,0.375,0.8379851603083317,1.4319220196884714,0.2
bank,tree,7,3,exemplar_mismatch,r2_realistic,utility_router_no_shift,3,0.375,1.361843563659166,2.847515130927863,0.275
bank,tree,7,3,in_domain,r2_realistic,cascade_exact_auto,3,0.0,1.5611544425506683,248.94609954817886,0.475
bank,tree,7,3,in_domain,r2_realistic,exact_tree_milp,3,0.0,0.8218054182488277,248.2322542407369,0.4
bank,tree,7,3,in_domain,r2_realistic,fixed_blend,3,0.25,1.5880906063884073,2.584161311367987,0.4
bank,tree,7,3,in_domain,r2_realistic,fixed_blend_no_repair,3,0.25,1.5880906063884073,2.584161311367987,0.4
bank,tree,7,3,in_domain,r2_realistic,knn_mean_k5,3,0.0,1.2999224263602205,248.3640666781623,
bank,tree,7,3,in_domain,r2_realistic,learned_alpha,3,0.20000000000000007,0.8186980245614989,397.7269976753551,0.025000000000000022
bank,tree,7,3,in_domain,r2_realistic,learned_router,3,0.25,0.3960490415820752,2.552587122108865,0.55
bank,tree,7,3,in_domain,r2_realistic,learned_router_no_geometry,3,0.5,3.5996453980391183,248.92678168581446,0.025000000000000022
bank,tree,7,3,in_domain,r2_realistic,learned_router_no_shift,3,0.25,0.3960490415820752,2.552587122108865,0.55
bank,tree,7,3,in_domain,r2_realistic,nn_positive_train,3,0.0,1.586480325519572,248.80699656037623,
bank,tree,7,3,in_domain,r2_realistic,projection_only,3,0.475,1.0443610776773031,424.6313435884906,0.42500000000000004
bank,tree,7,3,in_domain,r2_realistic,rule_router,3,0.475,1.0443610776773031,424.6313435884906,0.42500000000000004
bank,tree,7,3,in_domain,r2_realistic,safe_router,3,0.15000000000000002,0.5802344325719027,246.9585298060601,0.42500000000000004
bank,tree,7,3,in_domain,r2_realistic,utility_router,3,0.25,0.7001699379672388,1.9150836184654894,0.475
bank,tree,7,3,in_domain,r2_realistic,utility_router_guarded,3,0.25,0.7001699379672388,1.9150836184654894,0.475
bank,tree,7,3,in_domain,r2_realistic,utility_router_no_geometry,3,0.25,1.5880906063884073,2.584161311367987,0.4
bank,tree,7,3,in_domain,r2_realistic,utility_router_no_shift,3,0.25,0.7001699379672388,1.9150836184654894,0.475
bank,tree,13,3,covariate_shift,r2_realistic,cascade_exact_auto,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,exact_tree_milp,3,1.0,2.9601854301120056e-08,997.5007495262594,0.9230769230769231
bank,tree,13,3,covariate_shift,r2_realistic,fixed_blend,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,fixed_blend_no_repair,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,knn_mean_k5,3,0.0,5.515048954396008,5.5633624897439145,
bank,tree,13,3,covariate_shift,r2_realistic,learned_alpha,3,0.0,0.011777839531559642,0.023018616566983948,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,learned_router,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,learned_router_no_geometry,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,learned_router_no_shift,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,nn_positive_train,3,0.9230769230769231,5.247877477812041,921.9981135212539,
bank,tree,13,3,covariate_shift,r2_realistic,projection_only,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,rule_router,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,safe_router,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,utility_router,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,utility_router_guarded,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,utility_router_no_geometry,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,covariate_shift,r2_realistic,utility_router_no_shift,3,0.0,0.0,0.0,0.07692307692307693
bank,tree,13,3,exemplar_mismatch,r2_realistic,cascade_exact_auto,3,0.0,0.0,0.0,0.25
bank,tree,13,3,exemplar_mismatch,r2_realistic,exact_tree_milp,3,1.0,1.088535173110472e-08,997.526421982959,1.0
bank,tree,13,3,exemplar_mismatch,r2_realistic,fixed_blend,3,0.0,0.0,0.0,0.25
bank,tree,13,3,exemplar_mismatch,r2_realistic,fixed_blend_no_repair,3,0.0,0.0,0.0,0.25
