dataset,seed,depth,setting,constraint,method,valid,abstained,cost_l1,cost_l2,sparsity,plausibility,utility,regret,route_accuracy,runtime_sec,chosen_alpha,projection_route
adult,7,3,covariate_shift,r1_all_mutable,utility_router,0.8333333333333334,0.0,3.806448126324089,1.3948904611499957,7.222222222222222,1.6757567858002873,171.08558942197192,2.8317093786867917,0.3333333333333333,7.39138760966043e-05,0.4791666666666667,0.3055555555555556
adult,7,3,covariate_shift,r1_all_mutable,utility_router_guarded,0.8333333333333334,0.0,3.806448126324089,1.3948904611499957,7.222222222222222,1.6757567858002873,171.08558942197192,2.8317093786867917,0.3333333333333333,7.39138760966043e-05,0.4791666666666667,0.3055555555555556
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_geometry,0.8333333333333334,0.0,4.751761974038239,1.7242767569663942,8.86111111111111,1.5603201440955294,172.0955322178748,3.8416521745896657,0.1388888888888889,8.71333306551735e-05,0.3125,0.08333333333333333
adult,7,3,covariate_shift,r1_all_mutable,utility_router_no_shift,0.8333333333333334,0.0,3.806448126324089,1.3948904611499957,7.222222222222222,1.6757567858002873,171.08558942197192,2.8317093786867917,0.3333333333333333,7.39138760966043e-05,0.4791666666666667,0.3055555555555556
adult,7,3,covariate_shift,r2_realistic,fixed_blend,1.0,0.0,1.0319853779765438,0.8209112194645889,1.3611111111111112,2.205867301084831,1.430921028694824,0.0,0.7777777777777778,6.158341420814395e-06,1.0,1.0
adult,7,3,covariate_shift,r2_realistic,fixed_blend_no_repair,1.0,0.0,1.0319853779765438,0.8209112194645889,1.3611111111111112,2.205867301084831,1.430921028694824,0.0,0.7777777777777778,4.03888083787428e-06,1.0,1.0
adult,7,3,covariate_shift,r2_realistic,knn_mean_k5,1.0,0.0,5.768354488618019,2.2141878938575976,7.805555555555555,1.655082224350922,6.406894600048436,4.975973571353612,,1.1277798977163102e-06,0.0,0.0
adult,7,3,covariate_shift,r2_realistic,learned_alpha,1.0,0.0,1.04605274142319,0.8222160321180886,3.4444444444444446,2.203548015520154,1.548807165973435,0.11788613727861123,0.7777777777777778,0.0005905055699662552,0.9886907144137133,0.1111111111111111
adult,7,3,covariate_shift,r2_realistic,learned_router,1.0,0.0,1.0319853779765438,0.8209112194645889,1.3611111111111112,2.205867301084831,1.430921028694824,0.0,0.7777777777777778,6.158341420814395e-06,1.0,1.0
adult,7,3,covariate_shift,r2_realistic,learned_router_no_geometry,1.0,0.0,1.0319853779765438,0.8209112194645889,1.3611111111111112,2.205867301084831,1.430921028694824,0.0,0.7777777777777778,6.158341420814395e-06,1.0,1.0
